source	time	person	location	organization	miscellaneous
emptywheel	2012-04-20T00:00:00	ecclestoneQ|nico rosbergQ|sebastian vettelQ|lewis hamiltonQ|mark webberQ|bernieQ|jenson buttonQ|michael schumacherQ|bernie ecclestone	afpQ|sakhirQ|bahrainQ|bahrain international circuitQ|force india	federation internationale de lautomobileQ|red bullsQ|khalifaQ|ferrariQ|mclarenQ|associated pressQ|the twilight zoneQ|est satQ|formula oneQ|fia	grant prixQ|shiaQ|sunniQ|grand prix
emptywheel	2012-04-20T00:00:00	davisQ|gilaniQ|yousaf raza gilaniQ|raymond davisQ|yousuf raza gilaniQ|kerryQ|barack obamaQ|john kerry	pakistanQ|islamabad	dawnQ|us senate's foreign relationsQ|ground lines of communicationQ|express tribuneQ|nato	pakistanisQ|dccQ|pakistani
emptywheel	2012-04-20T00:00:00	judy millerQ|greg millerQ|barbara starrQ|ray kellyQ|miller	yemen	nypdQ|apQ|intelQ|ap's pulitzer	qaedaQ|al-qaeda
emptywheel	2012-04-19T00:00:00	bin ladenQ|john rizzoQ|michael haydenQ|george tenetQ|tenetQ|president bush	libyaQ|uzbekistanQ|syria	al qaedaQ| guidelinesQ|ciaQ|interrogations conducted pursuantQ|cia's	qaedaQ|notification
emptywheel	2012-04-19T00:00:00	michael hirshQ|flynnQ|thomas ricksQ|david petraeusQ|michael hastingsQ|sunni triangleQ|stanley mcchrystalQ|ricksQ|the operatorsQ|michael flynnQ|chris suellentrop	afghanistanQ|samarraQ|chicagoQ|iraqQ|camp nama	reading' fiascoQ|continueQ|military intelligence brigadeQ|international security assistance force-afghanistanQ|fourth infantry divisionQ|new york timesQ|isafQ|defense intelligence agencyQ|nato	afghansQ|afghanQ|iraqis
emptywheel	2012-04-18T00:00:00	khalidiQ|john o. brennanQ|david petraeusQ|mohammed rasheedQ|ali al hamdanQ|john brennanQ|abdullahQ|petraeus	arabian peninsulaQ|pakistanQ|iranQ|omanQ|adenQ|sanaaQ|yemenQ|middle eastQ|saudi arabia	imoQ|jsocQ|asharq al awsatQ|aqapQ|ciaQ|u.s. joint special operations commandQ|al shadoukhiQ|shadoukhiQ|national security agency	yemenisQ|qaedaQ|saudisQ|ex-guantanamoQ|saudiQ|yemeniQ|houthi
emptywheel	2012-04-18T00:00:00	george j. tenetQ|guidelinesQ|judge carneyQ|george bushQ|judge richard wesleyQ|alvin hellersteinQ|judge hellerstein	la morte	director of central intelligenceQ|olcQ|exemptionQ|ctc legal groupQ|al qaedaQ|aclu'sQ|dci counterterrorist centerQ|presidential monQ|ciaQ|monQ|interrogation guidelinesQ|nytQ|tenet guidelinesQ|interrogations conducted purusant	notificationQ|directorQ|chief
emptywheel	2012-04-18T00:00:00	van buren	colombiaQ|republican palaceQ|missionQ|baghdad	vipQ|state departmentQ|state department vipQ|stateQ|marine security guardsQ|diplomatic security	embassy
emptywheel	2012-04-18T00:00:00	azimiQ|hamid karzaiQ|mohammad zahir azimiQ|barack obamaQ|zombie hunter	canadaQ|zabolQ|afghanistanQ|australiaQ|germanyQ|franceQ|britainQ|norway	talibanQ|los angeles timesQ|defense ministryQ|nato	afghansQ|airborne divisionQ|afghanQ|australians
emptywheel	2012-04-17T00:00:00	border troopsQ|john brennanQ|ali abdullah salehQ|salehQ|umar farouk abdulmutallabQ|anwar al-awlaki	arabian peninsulaQ|yemen	us governmentQ|yafQ|u.s. dissatisfiedQ|usgQ|roygQ|u.s. embassyQ|yemen special operations forceQ|ycgQ|counter-terrorism unitQ|ctQ|presidential guardQ|yemen coast guardQ|deputy national security advisorQ|yemen air forceQ|aqapQ|acluQ|foiaQ|ctuQ|ysof	westernQ|yemeniQ|al-qaeda
emptywheel	2012-04-17T00:00:00	khalifa al thaniQ|sheikh hamad	pakistanQ|persian gulfQ|farsQ|qatarQ|saudi arabia	congressional research service ξQ|jassimQ|emirQ|qatari emirQ|al jazeeraQ|the news tribeQ|iranian fars news agencyQ|emir sheikh hamadQ|al arabiyaQ|jaber al-thani'sQ|emir'sQ|al arabiya tv	arabQ|saudiQ|qatariQ|al-qatifQ|englishQ|kuwaiti
emptywheel	2012-04-17T00:00:00	bradley manningQ|david house	united states-canada	nypdQ|apQ|fourth amendmentQ|defendants	muslimQ|first amendmentQ|islamicQ|muslim americanQ|canadian
emptywheel	2012-04-16T00:00:00	pecunixQ|adam bombQ|michael evronQ|m. greyQ|adamflowers'	bogotaQ|colombiaQ|chargeQ|columbia	deaQ| farmers marketQ|western unionQ|dmtQ|paypalQ|lsdQ|dea acting special agentQ|tor	willemsQ|evron
emptywheel	2012-04-16T00:00:00	david kayQ|abdel tawab mullah hawaishQ|mahmud faraj bilalQ|bilalQ|amir rashidQ|rashidQ|abdullah shahinQ|samarraiQ|mahmud firaj bilalQ|saddam	iraq	oifQ|iraq survey groupQ|mpf. continueQ|isgQ|afpQ|al muthanna state establishmentQ|iraqi air forceQ|ciaQ|cw al husaynQ|mahmud faraj bilal al samarraiQ|iaea	cwQ|general hammudi
emptywheel	2012-04-16T00:00:00	ryan crockerQ|john allenQ|allenQ|daniel davisQ|crockerQ|ryan c. crocker	kabulQ|afghanistan	washington postQ|talibanQ|american embassyQ|u.s. marineQ|new york timesQ|cnnQ|nato	afghansQ|afghanQ|afghan-led
emptywheel	2012-04-16T00:00:00	ted stevensQ|sterlingQ|lisa murkowskiQ|carrie johnsonQ|brenda morrisQ|james risenQ|eric holderQ|schuelkeQ|carrieQ|welchQ|william welchQ|stevensQ|jeffrey sterling	arizonaQ|alaskaQ|alabama	nprQ|senate judiciary committeeQ|justice departmentQ|oprQ|new york timesQ|schuelke reportQ|doj	house judiciaryQ|circuit
emptywheel	2012-04-15T00:00:00	bashar assadQ|bashar al-assadQ|assadQ|der speigel	iranQ|atlantic cruiserQ|mediterranean seaQ|mediterraneanQ|us-dominatedQ|djiboutiQ|syriaQ|iskenderunQ|tartus	white whale shipping hahahahahaQ|torsten l�_ddeke of hamburg-based c.e.g. bulk charteringQ|odessaQ|spiegelQ|emden carrier bockstiegel	iranianQ|germanQ|turkish
emptywheel	2012-04-14T00:00:00	zimmermanQ|martinQ|angela coreyQ|gilbreath	florida	 stand your groundQ|state of florida	skittlesQ|continue
emptywheel	2012-04-13T00:00:00	ibrahimQ|adbulrahmanQ|michelle shephardQ|abdullah salehQ|shephardQ| dumboQ|nasser al-awlakiQ|leon panettaQ|nasserQ|donald duckQ|anwar'sQ|banaQ|omar'sQ|ibrahim al banaQ|saleh	anwar	aqapQ|abdulrahman	yemeni
emptywheel	2012-04-13T00:00:00	mitt romneyQ|john sununuQ|churchQ|bidenQ|sununuQ|joe bidenQ|barack obamaQ|mitt's	new hampshire	mormon church	obamas'
emptywheel	2012-04-13T00:00:00	parliamentQ|raza rabbani	pakistanQ|dawnQ|afghanistan	the new york timesQ|pcnsQ|national securityQ|the express tribuneQ|parliamentary committeeQ|nato	pakistani
emptywheel	2012-04-12T00:00:00	holderQ|eric holderQ|josh gersteinQ|osama bin ladenQ|stephen prestonQ|john yooQ|anwar al-awlakiQ|preston	article iiQ|u.s. constitutionQ|execution	aumf congressQ|executive orderQ|presidential findingQ|olcQ|ciaQ|awlakiQ| complianceQ| authorityQ|chief executive	international lawQ|scotusQ|u.s. law
emptywheel	2012-04-12T00:00:00	elie gettyQ|judge ricardo urbinaQ|alberto gonzales-likeQ|moammar qaddafiQ|saif-al islamQ|bashir salehQ|blairQ|tony blair	libyaQ|parisQ|franceQ|sabah	abdel hakim belhajQ| brother leader	swissQ|panamanianQ|europeanQ|libyanQ|britishQ|frenchQ|anti-libyan
emptywheel	2012-04-11T00:00:00	coreyQ|trayvon martinQ|george zimmermanQ|mark geragosQ|angela coreyQ|florida statutes	florida	cnnQ|second degree murder	zimmermanQ|highest charge imaginable
emptywheel	2012-04-11T00:00:00	abbasiQ|fereydoun abbasiQ|pressQ| firearmsQ| jalili	tehranQ|iranQ|azerbaijan	iranian revolutionary guardsQ|revolutionary guardsQ|continueQ|p5 +Q|cnnQ|irna	israeliQ|iranianQ|westernQ|azerbaijani
emptywheel	2012-04-11T00:00:00	richard clarkeQ|clarkeQ|ellen nakashima	iranQ|stuxnetQ|natanzQ|middle eastQ|china	blade runnerQ|dodQ|ttl	iranian
emptywheel	2012-04-10T00:00:00	adnan farhan abdQ|latifQ|amin al-bakriQ|fadi al-maqaleh	pentagonQ|bagramQ|afghanistanQ|yemen	dc circuitQ|imperial bush-obamaQ|scotus	yemenisQ|yemeni
emptywheel	2012-04-10T00:00:00	rachel alexanderQ|andrew thomasQ|lisa aubuchonQ|lisa continueQ|joe arpaioQ|yvonne wingettQ|alexanderQ|aubuchonQ|mike kieferQ|thomas	arizona republicQ|arizonaQ|colorado	attorney generalQ|arizona supreme courtQ|disciplinary boardQ|maricopa county attorney's officeQ|maricopa county superior courtQ|maricopa county board of supervisorsQ|chief disciplinary judgeQ|most unethical sheriff and prosecutor in america conspire to abuse power and obstruct justice	maricopa county attorneyQ|maricopa county arizonaQ|county attorney
emptywheel	2012-04-10T00:00:00	alissa rubin	helmandQ|afghanistanQ|herat	washington postQ|talibanQ|red soxQ|reutersQ|yankeesQ|new york timesQ|nato	afghansQ|afghan
emptywheel	2012-04-10T00:00:00	mckelveyQ|taftQ|william taftQ|tara mckelveyQ|kohQ|harold koh	cartwright	new york times	administration
emptywheel	2012-04-09T00:00:00	tom corbettQ|corbettQ|sanduskyQ|amendolaQ|bill deweeseQ|john clelandQ|joseph amendolaQ|paternoQ|don van nattaQ|jerry sanduskyQ|spanierQ|cleland	state collegeQ|pennsylvania	espnQ|penn stateQ|nbc newsQ|paterno and spanier	inky
emptywheel	2012-04-09T00:00:00	zoe lofgrenQ|lofgrenQ|kelly herberger	china	immigration servicesQ|secure communitiesQ|customs enforcementQ|iceQ|whether secure communitiesQ|dhsQ|nytQ|u.s. citizenshipQ|under secure communities	immigrationQ|states
emptywheel	2012-04-09T00:00:00	rohrabacherQ|dana rohrabacher	pakistanQ|dawnQ|gwadarQ|afghanistanQ|indiaQ|balochistanQ|baluchistanQ|soviets	shakeel afridiQ|brahamdaghQ|talibanQ|freedom fightersQ|brahamdagh [ bugtiQ|balochQ|washington post gave california republican	mujahedinQ|pakistaniQ|punjabiQ|chinese
emptywheel	2012-04-09T00:00:00	allen	afghanistanQ|chicago	voaQ|us special forcesQ|nato	karzaiQ|afghansQ|afghan
emptywheel	2012-04-08T00:00:00	adul hakim belhajQ|qaddafiQ|qaeda alsoQ|boucharQ|abu munthirQ|yunus rahmatullahQ|belhajQ|fatima boucharQ|tony blairQ|abdelbaset al-megrahi	libyaQ|ukQ|afghanistanQ|maliQ|iraqQ|diego garciaQ|egyptQ|tripoliQ|lockerbie	shellQ|lifgQ|talibanQ|bpQ|qaedaQ|home officeQ|state secretsQ|aqQ|anti-qaddafi libyan islamic fighting group	pan-islamistQ|libyanQ|britishQ|anti-qaddafiQ|guardianQ|thaiQ|cameronQ|britsQ|chineseQ|libyans
emptywheel	2012-04-08T00:00:00	ibn shaikhQ|omar ashourQ|omar suleimanQ|amr moussaQ|suleimanQ|hosni mubarakQ|jeff stein	brookings doha centerQ|cairoQ|iraq warQ|ciaQ|qatarQ|egypt	armed forcesQ|state departmentQ|scafQ|menaQ|arab uprisingQ|supreme councilQ|muslim brotherhood's	armyQ|islamistsQ|presidentialQ|mubarakQ|west
emptywheel	2012-04-06T00:00:00	hershQ|sy hersh	iranQ|nevada	state departmentQ|jsocQ|nbcQ|energy departmentQ|mossadQ|mekQ|m.e.k.	israelisQ|jundallahQ|iranian
emptywheel	2012-04-05T00:00:00	covert officerQ|kiriakouQ|john kiriakouQ|neither journalistQ|deuce martinez	gitmoQ|poland	cia's publication review boardQ|espionageQ|covert officer a.Q|espionage act leakingQ|iipaQ|ciaQ|espionage actQ|cipaQ|leaking covert officerQ|espionage act lying	polish
emptywheel	2012-04-05T00:00:00	paulo carrenoQ|santanderQ|citi	mexicoQ|bsaQ|tijuanaQ|culiacanQ|currency	the bankQ|bank's bsaQ|citigroup inc.Q|hsbcQ|citigroupQ|wachoviaQ|treasuryQ|occQ|banco santander sa	spanishQ|mexicanQ|bank
emptywheel	2012-04-05T00:00:00	takharQ|abramsonQ|sunniQ|hamid karzaiQ|bashar al-assadQ|gareth porterQ|jill abramson	paktiaQ|iranQ|kabulQ|afghanistanQ|kunduzQ|heratQ|yemenQ|northQ|iraqQ|northern provincesQ|pakistanQ|baghlanQ|khostQ|hazarasQ|eastQ|middle east	chamkani and zadranQ|scary iran plotQ|haqqani networkQ|koranQ|islamic movement of uzbekistanQ|nytQ|nato	haqqaniQ|sunni-israeliQ|pakistaniQ|iranianQ|tajiksQ|saudiQ|shiiteQ|iraniansQ|quranQ|uzbeksQ|israeliQ|afghanQ|pakistan-basedQ|westernQ|yemeni
emptywheel	2012-04-05T00:00:00	dick cheneyQ|jose rodriguezQ|binyam mohamedQ|justice secretaryQ|cameronQ|clarkeQ|david cameronQ|kenneth clarkeQ|mohamed	londonQ|whitehall	bush administrationQ| special linksQ|bybee memo	pakistanisQ|europeanQ|britishQ|brits
emptywheel	2012-04-04T00:00:00	hamid karzaiQ|sher mohammad karimiQ|c. crockerQ|allenQ|mohammad dawoodQ|barekzaiQ|karimiQ|crockerQ|sergeant balesQ|agha lalaQ|dawoodQ|faroq barekzaiQ|john r. allen	parwanQ|najibanQ|kandaharQ|fort braggQ|mohmmaed wazirQ|afghanistan	special forcesQ|international security assistance forceQ|marine corpsQ|afghan detention operation commandQ|afghan detention operations command	afghansQ|afghan-americanQ|afghanQ|major general barekzaiQ|american special forcesQ|panjwaiQ|alkozai
emptywheel	2012-04-03T00:00:00	jeff kayeQ|leopoldQ|abu zubaydahQ|jason leopoldQ|kleinmanQ|condi riceQ|steven kleinmanQ|condi	qaedaQ|iraq	ibn sheikh al-libiQ|jessen'sQ|jpraQ|air forceQ|ciaQ|dodQ|ξ jabirQ|national security council	jessenQ|sere
emptywheel	2012-04-03T00:00:00	will mccantsQ|james cartwrightQ|almalkiQ|barbara starr	gazaQ|europeQ|persian gulfQ|costa ricaQ|pacificQ|malaysiaQ|webQ|spain	al qaedaQ|u.s. cyber commandQ|security review commissionQ|us cyber commandQ|cnnQ|mudhar hussein almalki zelinQ|state department whereasQ|george mason universityQ|joint chiefs of staffQ|ansar al-mujahidin forumQ|u.s. china economicQ|mudhar hussein almalki	wapoQ|qaedaQ|spanishQ|internet
emptywheel	2012-04-02T00:00:00	asiriQ|abdu rabu mansour hadiQ|ibrahim hassan asiriQ|james n. mattisQ|salehQ|umar farouk abdulmutallabQ|anwar al-awlaki	arabian peninsulaQ|yemenQ|detroit	aqapQ|al qaedaQ|administrationQ|west	saudisQ|westernQ|yemeniQ|houthis
emptywheel	2012-04-01T00:00:00	risenQ|judy millerQ|james risenQ|greg thielmannQ|don'Q|john boltonQ|paul pillarQ|thomas fingarQ|boltonQ|john r. bolton	iranQ|yemenQ|detroitQ|iraqQ|middle east	imoQ|american enterprise instituteQ|state departmentQ|icQ|national intelligence councilQ|nytQ|united nationsQ|state for arms control and international securityQ|iran nie	nieQ|cia
emptywheel	2012-04-01T00:00:00	dahlia lithwickQ|jeff toobinQ|kevin drumQ|lopezQ|adam serwerQ|adam boninQ|obamacare'	raichQ|morrisonQ|slate	daily kosQ|obama administrationQ|supreme court justicesQ|aijaQ|roberts courtQ|patient protection and affordable care actQ|acaQ|commerce clauseQ|supreme court	anti-injunction act
emptywheel	2012-03-31T00:00:00	mullah baranQ|jan aghaQ|balesQ|wazirQ|mohammed wazirQ|mohammad dawoodQ|najibanQ|robert balesQ|baranQ|hakimQ|agha lalaQ|syed jaanQ|dawoodQ|jaan	massoumaQ|sediqullahQ|habibullahQ|noorbinakQ|alkozai	reutersQ|alkozai alkozaiQ|see global postQ| aminea'Q|global postQ|while noorbinakQ|massouma'sQ|nalda hakimQ|wsjQ|najiban najiban	amineaQ|afghansQ|afghan
emptywheel	2012-03-30T00:00:00	mcdonald'sQ|rick perryQ|philip brasher	texasQ|south sioux cityQ|nebraska	the daily showQ|bpiQ|facebook when the declineQ|new york timesQ|burger kingQ|daily show full episodesQ|u.s. department of agricultureQ|food , incQ|under secretaryQ|taco bellQ|lean finely textured beefQ|food safetyQ|political humor & satire blogQ|boxQ|daily show get moreQ|after krogersQ|beef products inc.	oscar-nominatedQ|iowa-basedQ|e.Q|american empireQ|national school lunch program
emptywheel	2012-03-30T00:00:00	dennis deconciniQ|jon kylQ|harry reidQ|patty murrayQ|donQ|jeff flakeQ|carmonaQ|bivensQ|richard carmonaQ|don bivensQ|barack obama	arizonaQ|wash.	democratic partyQ|gopQ|democratic senatorial campaign committeeQ|party i've	demsQ|u.s. senate
emptywheel	2012-03-30T00:00:00	john allen	afghanistan	talibanQ|continueQ|reutersQ|afghan local policeQ| guardian angelQ|new york timesQ|nato	afghansQ|afghan
emptywheel	2012-03-30T00:00:00	abed rabbo mansour hadiQ|abdullah salehQ|stateQ|shaye	pakistanQ|yemen	state departmentQ|abdelelah haider shayeQ|ciaQ|cia'sQ|bureau of independent journalismQ|tbij	arabQ|yemeniQ|bureauQ|covert us
emptywheel	2012-03-29T00:00:00	naimutallahQ|robert balesQ|hakimQ|yalda hakimQ|bales	panjwai	shQ|cnn	afghansQ|afghan
emptywheel	2012-03-29T00:00:00	robert balesQ|bales	kandahar	dnaQ|army staffQ|cnn	afghansQ|afghanQ|panjwai
emptywheel	2012-03-29T00:00:00	sonia sotomayorQ|stan cooperQ|elena kaganQ|samuel alitoQ|tim weinerQ|alitoQ|mike germanQ|sotomayorQ|cooper	national counterterrorism center	fbiQ|justiceQ|acluQ|privacy act'Q|book salonQ|social security administrationQ|operations guideQ|fbi's domestic investigationsQ|privacy actQ|supreme court	guidelinesQ|german
emptywheel	2012-03-28T00:00:00	 outburstQ|robert muellerQ|spencerQ|spencer ackerman	san francisco bay areaQ|arab world	western'Q|fbiQ|jekyll & hydeQ|loss of controlQ|danger roomQ|acluQ| control and temperQ|one fbiQ| western mindQ|seaside mosqueQ|establishing relationships	islamophobicQ|arabQ|durbinQ|asian
emptywheel	2012-03-28T00:00:00	louie gohmertQ|gohmertQ|rohrabacherQ|dana rohrabacherQ|steve kingQ|king	reagan white houseQ|pakistanQ|islamQ|afghanistanQ|reaganQ|balochistan	txQ|talibanQ|wikimedia commons lackingQ|iaQ|caQ| freedom fighterQ|national press clubQ|reagan doctrine	muslimQ|pakistaniQ|afghanQ|soviet
emptywheel	2012-03-27T00:00:00	committee commentaryQ|r. lafaveQ|robertsQ|judge victoria roberts	sliwo	muslimQ|first amendmentQ|bane of our existenceQ|sixth circuit pattern jury instructionQ|see pinkertonQ|waffle houseQ|see sixth circuit pattern jury instructionQ|dirty masqueradeQ|hutaree militiaQ|bosticQ|sixth circuit pattern jury instructions	conspiracy
emptywheel	2012-03-27T00:00:00	allenQ|robert balesQ|bill speaksQ|allen'sQ|balesQ|syed jaanQ|speaksQ|mohammed wazir	afghanistan	dodQ|isaf	afghans
emptywheel	2012-03-27T00:00:00	riedelQ|karzaiQ|khaama pressQ|hamid karzaiQ|murdoch'sQ|ann jonesQ|bruce riedel	pakistanQ|kabulQ|afghanistan	isiQ|obama's planQ|talibanQ|afghan national armyQ|brookings instituteQ|soviets'Q|ciaQ|anaQ|sky newsQ|isafQ|nato	afghansQ|pakistanisQ|pakistaniQ|reaganQ|afghan
emptywheel	2012-03-27T00:00:00	john allenQ|allenQ|michael mullenQ|yousaf raza gilaniQ|mullenQ|mike mullen	pakistanQ|kabulQ|seoul	isiQ|haqqani networkQ|joint chiefsQ|us senate armed services committeeQ|inter-services intelligenceQ|brookings institutionQ|isaf	pakistaniQ|sovietQ|ciaQ|haqqanisQ|afghan taliban
emptywheel	2012-03-26T00:00:00	abramsonQ|jay rosenQ|jill abramson	pakistanQ|iranQ|israelQ|iraqQ|middle east	nyt	israeliQ|timesQ|sunni-israeliQ|viewQ|administration
emptywheel	2012-03-26T00:00:00	john allenQ|jay carney	kabulQ|afghanistanQ|trustQ|panjwaiQ|iraq	pentagonQ|talibanQ|cultural incompatibility'Q|reutersQ|panjwai massacreQ|interior ministryQ|nato	afghanQ|westernQ|nato-led
emptywheel	2012-03-25T00:00:00	james tarantoQ|dahlia lithwickQ|linda greenhouseQ|tarantoQ|lindaQ|gonzalesQ|lyle dennistonQ|ed whelanQ|whelanQ|brett kavanaugh	raichQ|scotus	seven sky v. holderQ|anti injunction actQ|aijaQ|patient protection and affordable care actQ|dahliaQ|obamacare'Q|acaQ|supreme court	supremeQ|medicaid
emptywheel	2012-03-25T00:00:00	pete hoekstraQ|hasanQ|jeremy scahillQ|scahillQ|abd-ilah al-shaiQ|ali abdullah salehQ|salehQ|shayeQ|anwar al-awlaki	aulaqiQ|arabian peninsulaQ|yemenQ|the president	wapoQ|abcQ|abdulelah haiderQ|aqapQ|al qaedaQ|nidal hasanQ|nytQ|abdulelah haider shayeQ|al qaida	yemenisQ|postQ|yemeniQ|english
emptywheel	2012-03-24T00:00:00	michael leitherQ|michael leiterQ|leiterQ|umar farouk abdulmutallab	retentionQ|access	datasets containing non-terrorism informationQ|wall street journalQ|dissemination . . . of informationQ|national counterterrorism center	postQ|undiebomber
emptywheel	2012-03-23T00:00:00	mullah baranQ|robert balesQ|rasoolQ|ghulam rasoolQ|balesQ|syed jaanQ|wazirQ|mohammed wazir	kabul	iedQ|the wall street journalQ|eid al fitr islamicQ|eid	australianQ|afghanQ|panjwai
emptywheel	2012-03-23T00:00:00	flahertyQ|black pantherQ|clinton aveQ|marisa francoQ|ashanti alston	new orleansQ|jordan flahertyQ|canadaQ|mexicoQ|atlantic aveQ|nola	queens boulevardQ|jena coalition and critical resistanceQ|animal rights activistQ|longwood ave bronxQ|nycQ|new york chapterQ|nyQ|malcolm x grassroots movement nyc chapterQ|people's summitQ|nypdQ|apQ|queens da'sQ|sean bellQ|critical resistance	pctQ|palestiniansQ|republican national convention
emptywheel	2012-03-23T00:00:00	david horowitzQ|baxleyQ|christianQ|dennis baxleyQ|christian coalitionQ|marion hammerQ|barack obama	indonesiaQ|florida	the old folks at homeQ|nraQ|trayvon martinQ|stand your groundQ|virginia techQ|alecQ|florida republicansQ|sons of confederate veterans	muslimQ|islam
emptywheel	2012-03-22T00:00:00	butlerQ|james craig andersonQ|riceQ|dylan wade butlerQ|dedmonQ|matthew shepardQ|thomas e. perezQ|andersonQ|john aaron riceQ|james byrdQ|deryl paul dedmon	jacksonQ|miss.Q|brandon	department of justiceQ|jr. hate crimes prevention actQ|justice departmentQ|assistant attorney generalQ|civil rights divisionQ|hate crimes prevention act	african-american
emptywheel	2012-03-22T00:00:00	joe liebermanQ|grahamQ|john mccainQ|liebermanQ|lindsey graham	afghanistan	talibanQ|afghan national security forces	afghan
emptywheel	2012-03-21T00:00:00	nada proutyQ|holderQ|peter kingQ|proutyQ|chahineQ|kingQ|talal chahine	fadiQ|iranQ|israelQ|homelandQ|saudi arabia	fbiQ|talalQ|us v. chahineQ|hezbollahQ|scary car broker	islamicQ|us-basedQ|lebanese
emptywheel	2012-03-21T00:00:00	allenQ|daniel davisQ|john r. allen	kandaharQ|afghanistan	defense departmentQ|international security assistance forceQ|new york timesQ|house armed services committee	afghansQ|afghan
emptywheel	2012-03-20T00:00:00	trevor aaronsonQ|jonathan neelyQ|al-akiliQ|hussainQ| thenQ|mother jonesQ|shareefQ|shahed hussainQ|khalifah al-akiliQ| mohammedQ|biesheltQ|us marshallQ|james marvin thomasQ|joseph biesheltQ|akili	pittsburgh	albany times-unionQ|fbiQ|al akiliQ|talibanQ|googleQ|orange countyQ|fbi special agentQ|agent biesheltQ|albany times unionQ|times union	afghanQ|internet
emptywheel	2012-03-20T00:00:00	liebschnerQ|robert balesQ|denis mcdonoughQ|balesQ|gary liebschner	afghanistanQ|chicago	washington postQ|us fisaQ|dow jones industrial averageQ|deputy national security adviserQ|janet liebschnerQ|janetQ|nato	afghan
